product success mcic calc_mcic percent game_percent offer puo cop co co1 co2 mid fo
ore 1 52 52 82.6 82 927889 34.353 1.274 1180738 1180000 1079380 2 1
org 1 42 42 82.6 82 1755551 64.996 1.219 2137383 2130000 1980253 2 1
equ 1 32 32 82.6 82 2988154 110.631 1.165 3476119 3470000 3227796 1 1
ore 1 52 52 83.5 83 941015 34.464 1.274 1197441 1190000 1067179 1 1
org 1 42 42 83.5 83 1779599 65.177 1.219 2166661 2160000 1899288 0 1
equ 1 32 32 83.5 83 3027657 110.882 1.165 3522073 3520000 3271983 1 1
ore 1 52 52 84.1 84 949801 34.538 1.274 1208621 1200000 1100940 2 1
org 1 42 42 84.1 84 1795690 65.297 1.219 2186252 2180000 1988306 1 1
equ 1 32 32 84.1 84 3053851 111.049 1.165 3552544 3550000 3205705 0 1
ore 1 52 52 85.5 85 970445 34.71 1.274 1234891 1230000 1126828 2 1
org 1 42 42 85.5 85 1833474 65.579 1.219 2232254 2230000 2031682 1 1
equ 1 32 32 85.5 85 3115628 111.439 1.165 3624410 3620000 3416634 2 1
ore 1 52 52 86.6 86 986783 34.846 1.274 1255681 1250000 1071605 0 1
org 1 42 42 86.6 86 1863355 65.801 1.219 2268634 2260000 2062427 1 1
equ 1 32 32 86.6 86 3164438 111.746 1.165 3681190 3680000 3420163 1 1
ore 1 52 52 87.2 87 995720 34.92 1.274 1267053 1260000 1081116 0 1
org 1 42 42 87.2 87 1879690 65.921 1.219 2288522 2280000 2005905 0 1
equ 1 32 32 87.2 87 3191105 111.913 1.165 3712212 3710000 3500539 2 1
ore 1 52 52 88.5 88 1015196 35.08 1.274 1291836 1290000 1153645 1 1
org 1 42 42 88.5 88 1915273 66.183 1.219 2331844 2330000 2122514 1 1
equ 1 32 32 88.5 88 3249154 112.275 1.165 3779740 3770000 3508593 1 1
ore 1 52 52 89.4 89 1028749 35.191 1.274 1309083 1300000 1116715 0 1
org 1 42 42 89.4 89 1940019 66.364 1.219 2361973 2360000 2071226 0 1
equ 1 32 32 89.4 89 3289490 112.526 1.165 3826663 3820000 3553323 1 1
ore 1 52 52 90.8 90 1049992 35.363 1.274 1336114 1330000 1191595 1 1
org 1 42 42 90.8 90 1978780 66.645 1.219 2409164 2400000 2111622 0 1
equ 1 32 32 90.8 90 3352621 112.917 1.165 3900104 3900000 3678814 2 1
ore 1 52 52 91.8 91 1065255 35.487 1.274 1355536 1350000 1236830 2 1
org 1 42 42 91.8 91 2006612 66.846 1.219 2443050 2440000 2142184 0 1
equ 1 32 32 91.8 91 3397913 113.195 1.165 3952792 3950000 3566882 0 1
ore 1 52 52 92.2 92 1071392 35.536 1.274 1363346 1360000 1163899 0 1
org 1 42 42 92.2 92 2017799 66.927 1.219 2456670 2450000 2153630 0 1
equ 1 32 32 92.2 92 3416109 113.307 1.165 3973959 3970000 3691186 1 1
ore 1 52 52 93.8 93 1096024 35.733 1.274 1394690 1390000 1273061 2 1
org 1 42 42 93.8 93 2062671 67.249 1.219 2511301 2510000 2330344 2 1
equ 1 32 32 93.8 93 3489045 113.753 1.165 4058806 4050000 3768247 1 1
ore 1 52 52 94.7 94 1109960 35.844 1.274 1412424 1410000 1290410 2 1
org 1 42 42 94.7 94 2088043 67.43 1.219 2542192 2540000 2358577 2 1
equ 1 32 32 94.7 94 3530250 114.004 1.165 4106739 4100000 3870456 2 1
ore 1 52 52 95.3 95 1119336 35.918 1.274 1424355 1420000 1271108 1 1
org 1 42 42 95.3 95 2105104 67.551 1.219 2562964 2560000 2332538 1 1
equ 1 32 32 95.3 95 3557943 114.172 1.165 4138955 4130000 3842666 1 1
ore 1 52 52 96.5 96 1138078 36.066 1.274 1448204 1440000 1320237 2 1
org 1 42 42 96.5 96 2139194 67.792 1.219 2604468 2600000 2415250 2 1
equ 1 32 32 96.5 96 3613244 114.506 1.165 4203286 4200000 3963229 2 1
ore 1 52 52 97.9 97 1160122 36.239 1.274 1476255 1470000 1316765 1 1
org 1 42 42 97.9 97 2179264 68.074 1.219 2653253 2650000 2414640 1 1
equ 1 32 32 97.9 97 3678188 114.896 1.165 4278836 4270000 3972689 1 1
ore 1 52 52 98.2 98 1164859 36.276 1.274 1482283 1480000 1354363 2 1
org 1 42 42 98.2 98 2187871 68.134 1.219 2663732 2660000 2470625 2 1
equ 1 32 32 98.2 98 3692131 114.98 1.165 4295055 4290000 3875469 0 1
ore 1 52 52 99.4 99 1183881 36.423 1.274 1506488 1500000 1374395 2 1
org 1 42 42 99.4 99 2222419 68.375 1.219 2705795 2700000 2508640 2 1
equ 1 32 32 99.4 99 3748065 115.314 1.165 4360124 4360000 4112729 2 1
ore 1 52 52 100 100 1193485 36.498 1.274 1518709 1510000 1295806 0 1
org 1 42 42 100 100 2239852 68.497 1.219 2727019 2720000 2527735 2 1
equ 1 32 32 100 100 3776274 115.482 1.165 4392939 4390000 3964078 0 1
ore 1 53 40 0.4 0 3146 24.2 1.208 3795 3790 3391 0 1
org 1 43 30 0.4 0 6293 48.407 1.154 7252 7250 6912 2 1
equ 1 33 20 0.4 0 11392 87.63 1.102 12534 12500 12045 1 1
ore 1 53 40 1.4 1 11116 24.323 1.208 13411 13400 12570 2 1
org 1 43 30 1.4 1 22218 48.617 1.154 25606 25600 24399 2 1
equ 1 33 20 1.4 1 40177 87.914 1.102 44206 44200 42523 1 1
ore 1 53 40 2.2 2 17561 24.424 1.208 21187 21100 19509 1 1
org 1 43 30 2.2 2 35073 48.78 1.154 40421 40400 38049 1 1
equ 1 33 20 2.2 2 63376 88.144 1.102 69732 69700 66079 0 1
ore 1 53 40 3.9 3 31413 24.637 1.208 37899 37800 34920 1 1
org 1 43 30 3.9 3 62642 49.13 1.154 72194 72100 67934 1 1
equ 1 33 20 3.9 3 113007 88.632 1.102 124341 124000 119493 1 1
ore 1 53 40 4.5 4 36353 24.713 1.208 43859 43800 41095 2 1
org 1 43 30 4.5 4 72453 49.254 1.154 83502 83500 76789 0 1
equ 1 33 20 4.5 4 130633 88.805 1.102 143735 143000 138996 2 1
ore 1 53 40 5.7 5 46320 24.863 1.208 55885 55800 51517 1 1
org 1 43 30 5.7 5 92220 49.5 1.154 106283 106000 101150 2 1
equ 1 33 20 5.7 5 166086 89.149 1.102 182744 182000 175524 1 1
ore 1 53 40 6.2 6 50526 24.926 1.208 60959 60900 57129 2 1
org 1 43 30 6.2 6 100547 49.603 1.154 115880 115000 110003 2 1
equ 1 33 20 6.2 6 180998 89.293 1.102 199152 199000 188707 0 1
ore 1 53 40 7.4 7 60661 25.076 1.208 73187 73100 67475 1 1
org 1 43 30 7.4 7 120589 49.85 1.154 138978 138000 131966 2 1
equ 1 33 20 7.4 7 216834 89.637 1.102 238582 238000 231031 2 1
ore 1 53 40 8.1 8 66636 25.164 1.208 80396 80300 74121 1 1
org 1 43 30 8.1 8 132386 49.994 1.154 152574 152000 145127 2 1
equ 1 33 20 8.1 8 237894 89.839 1.102 261754 261000 253412 2 1
ore 1 53 40 9.3 9 76984 25.315 1.208 92881 92800 85645 1 1
org 1 43 30 9.3 9 152786 50.242 1.154 176085 176000 165752 1 1
equ 1 33 20 9.3 9 274251 90.184 1.102 301758 301000 292196 2 1
ore 1 53 40 10.7 10 89167 25.49 1.208 107579 107000 96056 0 1
org 1 43 30 10.7 10 176752 50.529 1.154 203706 203000 193790 2 1
equ 1 33 20 10.7 10 316869 90.585 1.102 348650 348000 330318 0 1
ore 1 53 40 11.5 11 96223 25.591 1.208 116093 116000 103733 0 1
org 1 43 30 11.5 11 190611 50.694 1.154 219679 219000 201927 0 1
equ 1 33 21 11.5 11 341468 90.815 1.107 377424 377000 361914 1 1
ore 1 53 44 12.7 12 106880 25.741 1.230 131302 131000 121938 2 1
org 1 43 37 12.7 12 211507 50.94 1.192 251799 251000 232202 1 1
equ 1 33 29 12.7 12 378497 91.16 1.149 434249 434000 396938 0 1
ore 1 53 43 13.5 13 114068 25.842 1.224 139448 139000 123193 0 1
org 1 43 36 13.5 13 225581 51.105 1.186 267200 267000 251263 2 1
equ 1 33 28 13.5 13 403397 91.39 1.144 460800 460000 422719 0 1
ore 1 53 44 14.4 14 122196 25.954 1.230 150117 150000 139523 2 1
org 1 43 37 14.4 14 241477 51.29 1.192 287478 287000 265268 1 1
equ 1 33 29 14.4 14 431481 91.648 1.149 495038 495000 452535 0 1
ore 1 53 46 15.4 15 131316 26.08 1.240 162634 162000 142113 0 1
org 1 43 38 15.4 15 259285 51.496 1.197 309975 309000 285141 1 1
equ 1 33 30 15.4 15 462896 91.935 1.154 533395 533000 485735 0 1
ore 1 53 51 16.8 16 144226 26.256 1.268 182662 182000 156686 0 1
org 1 43 42 16.8 16 284454 51.784 1.219 346322 346000 315433 1 1
equ 1 33 32 16.8 16 507212 92.337 1.165 590039 590000 556846 2 1
ore 1 53 49 17.5 17 150741 26.344 1.257 189255 189000 170458 1 1
org 1 43 40 17.5 17 297137 51.928 1.208 358495 358000 317077 0 1
equ 1 33 31 17.5 17 529508 92.538 1.159 612799 612000 571299 1 1
ore 1 53 48 18.2 18 157297 26.432 1.251 196542 196000 177409 1 1
org 1 43 39 18.2 18 309886 52.072 1.202 372018 372000 347758 2 1
equ 1 33 30 18.2 18 551897 92.74 1.154 635950 635000 579068 0 1
ore 1 53 52 19.8 19 172420 26.632 1.274 219404 219000 196036 1 1
org 1 43 42 19.8 19 339251 52.402 1.219 413038 413000 383568 2 1
equ 1 33 33 19.8 19 603374 93.199 1.170 704921 704000 663473 2 1
ore 1 53 48 20.1 20 175277 26.67 1.251 219008 219000 190095 0 1
org 1 43 39 20.1 20 344792 52.463 1.202 413922 413000 379955 1 1
equ 1 33 31 20.1 20 613073 93.285 1.159 709509 709000 661612 1 1
ore 1 53 52 21.8 21 191627 26.883 1.274 243845 243000 222685 2 1
org 1 43 43 21.8 21 376455 52.813 1.224 460216 460000 418237 1 1
equ 1 33 33 21.8 21 668420 93.773 1.170 780915 780000 702744 0 1
ore 1 53 51 22.5 22 198430 26.971 1.268 251311 251000 225218 1 1
org 1 43 42 22.5 22 389610 52.957 1.219 474350 474000 432076 1 1
equ 1 33 32 22.5 22 691374 93.974 1.165 804275 804000 747751 1 1
ore 1 53 53 23.9 23 212156 27.147 1.279 271029 271000 230968 0 1
org 1 43 43 23.9 23 416116 53.245 1.224 508701 508000 444964 0 1
equ 1 33 33 23.9 23 737559 94.377 1.170 861690 861000 798913 1 1
ore 1 53 53 24.9 24 222055 27.272 1.279 283675 283000 241648 0 1
org 1 43 43 24.9 24 435203 53.451 1.224 532035 532000 465472 0 1
equ 1 33 33 24.9 24 770758 94.664 1.170 900476 900000 847878 2 1
ore 1 53 52 25.6 25 229036 27.36 1.274 291448 291000 260440 1 1
org 1 43 42 25.6 25 448650 53.595 1.219 546231 546000 507169 2 1
equ 1 33 33 25.6 25 794120 94.865 1.170 927770 927000 873439 2 1
ore 1 53 51 26.3 26 236057 27.448 1.268 298966 298000 256465 0 1
org 1 43 42 26.3 26 462162 53.739 1.219 562682 562000 512438 1 1
equ 1 33 32 26.3 26 817574 95.066 1.165 951083 951000 897568 2 1
ore 1 53 50 27.1 27 244109 27.548 1.263 307943 307000 276390 1 1
org 1 43 41 27.1 27 477644 53.904 1.213 578665 578000 538313 2 1
equ 1 33 32 27.1 27 844418 95.296 1.165 982311 982000 887341 0 1
ore 1 53 52 28.6 28 259397 27.737 1.274 330082 330000 282198 0 1
org 1 43 42 28.6 28 507000 54.213 1.219 617272 617000 541880 0 1
equ 1 33 33 28.6 28 895241 95.727 1.170 1045910 1040000 982173 2 1
ore 1 53 52 29.6 29 269682 27.862 1.274 343170 343000 313902 2 1
org 1 43 43 29.6 29 526719 54.418 1.224 643913 643000 563233 0 1
equ 1 33 33 29.6 29 929324 96.014 1.170 1085729 1080000 1019765 2 1
ore 1 53 51 30.1 30 274839 27.925 1.268 348083 348000 298755 0 1
org 1 43 41 30.1 30 536659 54.521 1.213 650162 650000 605112 2 1
equ 1 33 32 30.1 30 946383 96.157 1.165 1100927 1100000 1038571 2 1
ore 1 53 52 31.6 31 290497 28.113 1.274 369657 369000 315948 0 1
org 1 43 43 31.6 31 566561 54.83 1.224 692620 692000 641705 2 1
equ 1 33 33 31.6 31 998052 96.588 1.170 1166024 1160000 1048697 0 1
ore 1 53 51 32.2 32 296799 28.188 1.268 375895 375000 344223 2 1
org 1 43 42 32.2 32 578606 54.953 1.219 704452 704000 641700 1 1
equ 1 33 32 32.2 32 1018796 96.76 1.165 1185165 1180000 1069963 0 1
ore 1 53 53 33.9 33 314837 28.402 1.279 402204 402000 342729 0 1
org 1 43 43 33.9 33 613038 55.303 1.224 749438 749000 681045 1 1
equ 1 33 33 33.9 33 1078008 97.249 1.170 1259436 1250000 1164582 1 1
ore 1 53 52 34.2 34 318041 28.439 1.274 404707 404000 369938 2 1
org 1 43 42 34.2 34 619148 55.365 1.219 753812 753000 686539 1 1
equ 1 33 32 34.2 34 1088501 97.335 1.165 1266253 1260000 1191974 2 1
ore 1 53 52 35.2 35 328785 28.565 1.274 418378 418000 382613 2 1
org 1 43 42 35.2 35 639620 55.57 1.219 778737 778000 683566 0 1
equ 1 33 32 35.2 35 1123636 97.622 1.165 1307125 1300000 1230116 2 1
ore 1 53 52 36.3 36 340708 28.703 1.274 433550 433000 370591 0 1
org 1 43 42 36.3 36 662314 55.797 1.219 806367 806000 734591 1 1
equ 1 33 33 36.3 36 1162533 97.938 1.170 1358187 1350000 1256625 1 1
ore 1 53 53 37.6 37 354912 28.866 1.279 453400 453000 386328 0 1
org 1 43 43 37.6 37 689316 56.064 1.224 842688 842000 737168 0 1
equ 1 33 33 37.6 37 1208746 98.311 1.170 1412177 1410000 1308910 1 1
ore 1 53 52 38.1 38 360397 28.928 1.274 458605 458000 409851 1 1
org 1 43 42 38.1 38 699733 56.167 1.219 851924 851000 747794 0 1
equ 1 33 32 38.1 38 1226554 98.455 1.165 1426850 1420000 1324227 1 1
ore 1 53 52 39.1 39 371461 29.054 1.274 472684 472000 404029 0 1
org 1 43 42 39.1 39 720730 56.373 1.219 877488 877000 799349 1 1
equ 1 33 32 39.1 39 1262421 98.742 1.165 1468574 1460000 1325540 0 1
ore 1 53 53 40.6 40 388228 29.242 1.279 495961 495000 452501 2 1
org 1 43 43 40.6 40 752511 56.682 1.224 919944 919000 804727 0 1
equ 1 33 33 40.6 40 1316629 99.173 1.170 1538217 1530000 1444713 2 1
ore 1 53 53 41.7 41 400604 29.38 1.279 511771 511000 456298 1 1
org 1 43 43 41.7 41 775939 56.907 1.224 948585 948000 878983 2 1
equ 1 33 33 41.7 41 1356531 99.488 1.170 1584835 1580000 1425803 0 1
ore 1 53 52 42.1 42 405145 29.43 1.274 515547 515000 440696 0 1
org 1 43 42 42.1 42 784529 56.99 1.219 955164 955000 838534 0 1
equ 1 33 33 42.1 42 1371148 99.603 1.170 1601912 1600000 1441552 0 1
ore 1 53 53 43.7 43 423405 29.631 1.279 540899 540000 460824 0 1
org 1 43 43 43.7 43 819037 57.319 1.224 1001272 1000000 909640 1 1
equ 1 33 33 43.7 43 1429805 100.063 1.170 1670441 1670000 1549076 1 1
ore 1 53 52 44.3 44 430337 29.707 1.274 547603 547000 500736 2 1
org 1 43 43 44.3 44 832125 57.443 1.224 1017272 1010000 939329 2 1
equ 1 33 33 44.3 44 1452023 100.236 1.170 1696398 1690000 1526014 0 1
ore 1 53 53 45.9 45 448886 29.907 1.279 573451 573000 488628 0 1
org 1 43 43 45.9 45 867107 57.772 1.224 1060038 1060000 963514 1 1
equ 1 33 33 45.9 45 1511341 100.695 1.170 1765699 1760000 1660211 2 1
ore 1 53 53 46.8 46 459405 30.02 1.279 586889 586000 535585 2 1
org 1 43 43 46.8 46 886923 57.957 1.224 1084263 1080000 1002919 2 1
equ 1 33 33 46.8 46 1544897 100.953 1.170 1804903 1800000 1697526 2 1
ore 1 53 53 47.7 47 469991 30.133 1.279 600413 600000 548175 2 1
org 1 43 43 47.7 47 906848 58.142 1.224 1108621 1100000 1004471 1 1
equ 1 33 33 47.7 47 1578605 101.212 1.170 1844284 1840000 1659391 0 1
ore 1 53 53 48.4 48 478282 30.221 1.279 611005 611000 520697 0 1
org 1 43 43 48.4 48 922443 58.286 1.224 1127686 1120000 1022149 1 1
equ 1 33 33 48.4 48 1604966 101.413 1.170 1875081 1870000 1687009 0 1
ore 1 53 52 49.2 49 487818 30.321 1.274 620748 620000 554785 1 1
org 1 43 43 49.2 49 940366 58.451 1.224 1149597 1140000 1004448 0 1
equ 1 33 33 49.2 49 1635238 101.643 1.170 1910448 1910000 1771667 1 1
ore 1 53 53 50.5 50 503398 30.484 1.279 643090 643000 587316 2 1
org 1 43 43 50.5 50 969624 58.718 1.224 1185365 1180000 1075446 1 1
equ 1 33 33 50.5 50 1684600 102.016 1.170 1968118 1960000 1770352 0 1
ore 1 53 52 51.2 51 511850 30.572 1.274 651329 651000 556818 0 1
org 1 43 43 51.2 51 985483 58.862 1.224 1204752 1200000 1093296 1 1
equ 1 33 33 51.2 51 1711329 102.217 1.170 1999345 1990000 1878469 2 1
ore 1 53 53 52.6 52 528875 30.748 1.279 675637 675000 575685 0 1
org 1 43 43 52.6 52 1017399 59.151 1.224 1243770 1240000 1087648 0 1
equ 1 33 33 52.6 52 1765064 102.62 1.170 2062124 2060000 1911720 1 1
ore 1 53 52 53.1 53 534973 30.811 1.274 680753 680000 608440 1 1
org 1 43 43 53.1 53 1028821 59.253 1.224 1257733 1250000 1099313 0 1
equ 1 33 33 53.1 53 1784277 102.763 1.170 2084570 2080000 1931638 1 1
ore 1 53 53 54.3 54 549759 30.961 1.279 702317 702000 626471 1 1
org 1 43 43 54.3 54 1056499 59.5 1.224 1291570 1290000 1129773 0 1
equ 1 33 33 54.3 54 1830791 103.108 1.170 2138913 2130000 1980437 1 1
ore 1 53 53 55.5 55 564626 31.112 1.279 721309 721000 614656 0 1
org 1 43 43 55.5 55 1084299 59.747 1.224 1325555 1320000 1158954 0 1
equ 1 33 33 55.5 55 1877458 103.452 1.170 2193434 2190000 2064190 2 1
ore 1 53 53 56.8 56 580878 31.275 1.279 742071 742000 632383 0 1
org 1 43 43 56.8 56 1114659 60.015 1.224 1362670 1360000 1191826 0 1
equ 1 33 33 56.8 56 1928358 103.825 1.170 2252900 2250000 2120459 2 1
ore 1 53 53 57.6 57 590966 31.375 1.279 754959 754000 689056 2 1
org 1 43 43 57.6 57 1133488 60.179 1.224 1385689 1380000 1281614 2 1
equ 1 33 33 57.6 57 1959895 104.056 1.170 2289745 2280000 2151783 2 1
ore 1 53 53 58.8 58 606157 31.526 1.279 774365 774000 707076 2 1
org 1 43 43 58.8 58 1161821 60.426 1.224 1420326 1420000 1316383 2 1
equ 1 33 33 58.8 58 2007304 104.4 1.170 2345133 2340000 2206228 2 1
ore 1 53 53 59.6 59 616376 31.626 1.279 787420 787000 718972 2 1
org 1 43 43 59.6 59 1180865 60.591 1.224 1443607 1440000 1336333 2 1
equ 1 33 33 59.6 59 2039142 104.63 1.170 2382329 2380000 2208616 1 1
ore 1 53 53 60.6 60 629205 31.752 1.279 803809 803000 733748 2 1
org 1 43 43 60.6 60 1204756 60.797 1.224 1472814 1470000 1363801 2 1
equ 1 33 33 60.6 60 2079047 104.917 1.170 2428950 2420000 2249415 1 1
ore 1 53 53 61.6 61 642115 31.877 1.279 820301 820000 699016 0 1
org 1 43 43 61.6 61 1228781 61.002 1.224 1502184 1500000 1391337 2 1
equ 1 33 33 61.6 61 2119140 105.204 1.170 2475791 2470000 2328964 2 1
ore 1 53 53 62.4 62 652479 31.977 1.279 833541 833000 710264 0 1
org 1 43 43 62.4 62 1248054 61.167 1.224 1525746 1520000 1334072 0 1
equ 1 33 33 62.4 62 2151276 105.434 1.170 2513335 2510000 2261696 0 1
ore 1 53 53 63.2 63 662935 32.078 1.279 846899 846000 755242 1 1
org 1 43 43 63.2 63 1267486 61.331 1.224 1549501 1540000 1354336 0 1
equ 1 33 33 63.2 63 2183655 105.664 1.170 2551164 2550000 2296026 0 1
ore 1 53 53 64.4 64 678717 32.229 1.279 867060 867000 738900 0 1
org 1 43 43 64.4 64 1296723 61.578 1.224 1585243 1580000 1438963 1 1
equ 1 33 33 64.4 64 2232325 106.008 1.170 2608025 2600000 2346311 0 1
ore 1 53 53 65.4 65 691899 32.354 1.279 883900 883000 753127 0 1
org 1 43 43 65.4 65 1321259 61.784 1.224 1615239 1610000 1412441 0 1
equ 1 33 33 65.4 65 2273132 106.295 1.170 2655700 2650000 2498455 2 1
ore 1 53 53 66.5 66 706551 32.492 1.279 902618 902000 824091 2 1
org 1 43 43 66.5 66 1348427 62.01 1.224 1648452 1640000 1495219 1 1
equ 1 33 33 66.5 66 2318273 106.611 1.170 2708438 2700000 2546777 2 1
ore 1 53 53 67.9 67 725334 32.668 1.279 926614 926000 826470 1 1
org 1 43 43 67.9 67 1383226 62.299 1.224 1690993 1690000 1536669 1 1
equ 1 33 33 67.9 67 2376033 107.014 1.170 2775919 2770000 2572325 1 1
ore 1 53 53 68.8 68 737477 32.781 1.279 942126 942000 840495 1 1
org 1 43 43 68.8 68 1405704 62.484 1.224 1718473 1710000 1502310 0 1
equ 1 33 33 68.8 68 2413431 107.273 1.170 2819611 2810000 2650905 2 1
ore 1 53 53 69.9 69 752436 32.919 1.279 961236 961000 819133 0 1
org 1 43 43 69.9 69 1433376 62.71 1.224 1752302 1750000 1623122 2 1
equ 1 33 33 69.9 69 2459149 107.588 1.170 2873023 2870000 2704462 2 1
ore 1 53 53 70.6 70 762003 33.007 1.279 973458 973000 888870 2 1
org 1 43 43 70.6 70 1451063 62.854 1.224 1773924 1770000 1610956 1 1
equ 1 33 33 70.6 70 2488430 107.789 1.170 2907232 2900000 2615717 0 1
ore 1 53 53 71.4 71 772956 33.107 1.279 987451 987000 841440 0 1
org 1 43 43 71.4 71 1471302 63.018 1.224 1798666 1790000 1631678 1 1
equ 1 33 33 71.4 71 2521915 108.018 1.170 2946353 2940000 2771884 2 1
ore 1 53 53 72.6 72 789547 33.258 1.279 1008646 1000000 858292 0 1
org 1 43 43 72.6 72 1501939 63.266 1.224 1836120 1830000 1698916 2 1
equ 1 33 33 72.6 72 2572561 108.363 1.170 3005523 3000000 2828022 2 1
ore 1 53 53 73.3 73 799269 33.345 1.279 1021066 1020000 932051 2 1
org 1 43 43 73.3 73 1519881 63.41 1.224 1858054 1850000 1718287 2 1
equ 1 33 33 73.3 73 2602197 108.565 1.170 3040146 3040000 2819506 1 1
ore 1 53 53 74.2 74 811810 33.458 1.279 1037087 1030000 922582 1 1
org 1 43 43 74.2 74 1543012 63.595 1.224 1886332 1880000 1712231 1 1
equ 1 33 33 74.2 74 2640380 108.823 1.170 3084755 3080000 2903025 2 1
ore 1 53 53 75.4 75 828635 33.609 1.279 1058581 1050000 962552 2 1
org 1 43 43 75.4 75 1574023 63.841 1.224 1924243 1920000 1682925 0 1
equ 1 33 33 75.4 75 2691527 109.167 1.170 3144510 3140000 2914693 1 1
ore 1 53 53 76.3 76 841374 33.722 1.279 1074855 1070000 979282 2 1
org 1 43 43 76.3 76 1597487 64.027 1.224 1952927 1950000 1708203 0 1
equ 1 33 33 76.3 76 2730196 109.426 1.170 3189687 3180000 2999422 2 1
ore 1 53 53 77.7 77 861240 33.897 1.279 1100234 1100000 1004773 2 1
org 1 43 43 77.7 77 1634054 64.315 1.224 1997631 1990000 1847875 2 1
equ 1 33 33 77.7 77 2790402 109.828 1.170 3260026 3260000 3070439 2 1
ore 1 53 53 78.7 78 875554 34.023 1.279 1118520 1110000 994695 1 1
org 1 43 43 78.7 78 1660380 64.52 1.224 2029814 2020000 1876625 2 1
equ 1 33 33 78.7 78 2833706 110.115 1.170 3310618 3310000 2979643 0 1
ore 1 53 53 79.8 79 891407 34.161 1.279 1138772 1130000 1012666 1 1
org 1 43 43 79.8 79 1689518 64.747 1.224 2065435 2060000 1911819 2 1
equ 1 33 33 79.8 79 2881598 110.431 1.170 3366570 3360000 3119881 1 1
ore 1 53 53 80.4 80 900080 34.236 1.279 1149852 1140000 978450 0 1
org 1 43 43 80.4 80 1705451 64.87 1.224 2084913 2080000 1930130 2 1
equ 1 33 33 80.4 80 2907769 110.603 1.170 3397146 3390000 3196071 2 1
ore 1 53 53 81.2 81 911719 34.337 1.279 1164721 1160000 991880 0 1
org 1 43 43 81.2 81 1726824 65.035 1.224 2111042 2110000 1846798 0 1
equ 1 33 33 81.2 81 2942857 110.833 1.170 3438139 3430000 3234190 2 1
ore 1 53 53 82.1 82 924843 34.449 1.279 1181486 1180000 1006645 0 1
org 1 43 43 82.1 82 1750911 65.22 1.224 2140488 2140000 1945431 1 1
equ 1 33 33 82.1 82 2982374 111.091 1.170 3484307 3480000 3229910 1 1
ore 1 53 53 83.2 83 941003 34.588 1.279 1202131 1200000 1024143 0 1
org 1 43 43 83.2 83 1780553 65.447 1.224 2176726 2170000 2014335 2 1
equ 1 33 33 83.2 83 3030969 111.408 1.170 3541081 3540000 3283750 1 1
ore 1 53 53 84.4 84 958713 34.738 1.279 1224755 1220000 1090896 1 1
org 1 43 43 84.4 84 1813015 65.693 1.224 2216410 2210000 1938239 0 1
equ 1 33 33 84.4 84 3084143 111.752 1.170 3603204 3600000 3242649 0 1
ore 1 53 53 85.5 85 975081 34.876 1.279 1245665 1240000 1134886 2 1
org 1 43 43 85.5 85 1842998 65.92 1.224 2253065 2250000 1970772 0 1
equ 1 33 33 85.5 85 3133213 112.068 1.170 3660532 3660000 3447408 2 1
ore 1 53 53 86.9 86 996048 35.052 1.279 1272451 1270000 1134323 1 1
org 1 43 43 86.9 86 1881378 66.208 1.224 2299984 2290000 2086860 1 1
equ 1 33 33 86.9 86 3195971 112.47 1.170 3733852 3730000 3514824 2 1
ore 1 53 53 87.6 87 1006593 35.14 1.279 1285922 1280000 1171524 2 1
org 1 43 43 87.6 87 1900668 66.352 1.224 2323566 2320000 2110689 1 1
equ 1 33 33 87.6 87 3227488 112.671 1.170 3770674 3770000 3393707 0 1
ore 1 53 53 88.7 88 1023203 35.277 1.279 1307141 1300000 1190294 2 1
org 1 43 43 88.7 88 1931040 66.578 1.224 2360696 2360000 2065268 0 1
equ 1 33 33 88.7 88 3277083 112.987 1.170 3828616 3820000 3547649 1 1
ore 1 53 53 89.4 89 1033851 35.365 1.279 1320744 1320000 1205920 2 1
org 1 43 43 89.4 89 1950499 66.722 1.224 2384485 2380000 2165720 1 1
equ 1 33 33 89.4 89 3308836 113.188 1.170 3865713 3860000 3638098 2 1
ore 1 53 53 90.8 90 1055266 35.541 1.279 1348102 1340000 1199681 1 1
org 1 43 43 90.8 90 1989614 67.01 1.224 2432303 2430000 2253435 2 1
equ 1 33 33 90.8 90 3372620 113.59 1.170 3940231 3940000 3654254 1 1
ore 1 53 53 91.8 91 1070655 35.667 1.279 1367761 1360000 1245352 2 1
org 1 43 43 91.8 91 2017703 67.216 1.224 2466641 2460000 2157135 0 1
equ 1 33 33 91.8 91 3418385 113.877 1.170 3993699 3990000 3594048 0 1
ore 1 53 53 92.3 92 1078404 35.73 1.279 1377661 1370000 1254443 2 1
org 1 43 43 92.3 92 2031841 67.319 1.224 2483925 2480000 2300479 2 1
equ 1 33 33 92.3 92 3441408 114.021 1.170 4020596 4020000 3728652 1 1
ore 1 53 53 93.9 93 1103253 35.93 1.279 1409405 1400000 1253879 1 1
org 1 43 43 93.9 93 2077154 67.648 1.224 2539320 2530000 2304654 1 1
equ 1 33 33 93.9 93 3515146 114.481 1.170 4106745 4100000 3806284 1 1
ore 1 53 53 94.1 94 1106356 35.955 1.279 1413369 1410000 1203978 0 1
org 1 43 43 94.1 94 2082809 67.689 1.224 2546234 2540000 2357090 2 1
