product success mcic calc_mcic percent game_percent offer puo cop co co1 co2 mid fo
equ 1 30 30 63.1 63 2152235 104.309 1.154 2479805 2470000 2342559 2 1
ore 1 50 50 64.2 64 668598 31.847 1.263 843436 843000 723975 0 1
org 1 40 40 64.2 64 1276504 60.805 1.208 1540102 1540000 1433994 2 1
equ 1 30 30 64.2 64 2195840 104.597 1.154 2530046 2530000 2297566 0 1
ore 1 50 50 65.6 65 686752 32.013 1.263 866337 866000 743645 0 1
org 1 40 40 65.6 65 1310122 61.074 1.208 1580662 1580000 1471483 2 1
equ 1 30 30 65.6 65 2251615 104.964 1.154 2594310 2590000 2453659 2 1
ore 1 50 50 66.9 66 703735 32.168 1.263 887761 887000 813781 2 1
org 1 40 40 66.9 66 1341537 61.323 1.208 1618564 1610000 1426343 0 1
equ 1 30 30 66.9 66 2303671 105.304 1.154 2654289 2650000 2409853 0 1
ore 1 50 50 67.2 67 707669 32.203 1.263 892724 892000 766240 0 1
org 1 40 40 67.2 67 1348886 61.381 1.208 1627430 1620000 1434318 0 1
equ 1 30 30 67.2 67 2315716 105.383 1.154 2668167 2660000 2421965 0 1
ore 1 50 50 68.6 68 726150 32.370 1.263 916038 916000 840075 2 1
org 1 40 40 68.6 68 1382957 61.650 1.208 1668537 1660000 1522139 1 1
equ 1 30 30 68.6 68 2372210 105.750 1.154 2733260 2730000 2549881 1 1
ore 1 50 50 69.3 69 735448 32.453 1.263 927767 927000 850467 2 1
org 1 40 40 69.3 69 1400122 61.784 1.208 1689247 1680000 1488588 0 1
equ 1 30 30 69.3 69 2400584 105.933 1.154 2765952 2760000 2511045 0 1
ore 1 50 50 70.2 70 747440 32.560 1.263 942895 942000 809286 0 1
org 1 40 40 70.2 70 1422250 61.957 1.208 1715944 1710000 1512585 0 1
equ 1 30 30 70.2 70 2437134 106.169 1.154 2808065 2800000 2654149 2 1
ore 1 50 50 71.2 71 760852 32.678 1.263 959814 959000 823820 0 1
org 1 40 40 71.2 71 1446980 62.149 1.208 1745781 1740000 1593776 1 1
equ 1 30 30 71.2 71 2477949 106.430 1.154 2855092 2850000 2700128 2 1
ore 1 50 50 72.5 72 778400 32.833 1.263 981951 981000 900067 2 1
org 1 40 40 72.5 72 1479310 62.398 1.208 1784787 1780000 1629803 1 1
equ 1 30 30 72.5 72 2531252 106.771 1.154 2916508 2910000 2757568 2 1
ore 1 50 50 73.9 73 797457 32.999 1.263 1005992 1000000 899915 1 1
org 1 40 40 73.9 73 1514387 62.667 1.208 1827107 1820000 1667627 1 1
equ 1 30 30 73.9 73 2589018 107.138 1.154 2983066 2980000 2822269 2 1
ore 1 50 50 74.7 74 808386 33.094 1.263 1019778 1010000 930351 2 1
org 1 40 40 74.7 74 1534487 62.820 1.208 1851358 1850000 1632638 0 1
equ 1 30 30 74.7 74 2622087 107.347 1.154 3021168 3020000 2859272 2 1
ore 1 50 50 75.7 75 822147 33.213 1.263 1037138 1030000 927417 1 1
org 1 40 40 75.7 75 1559782 63.012 1.208 1881876 1880000 1659482 0 1
equ 1 30 30 75.7 75 2663673 107.609 1.154 3069084 3060000 2861185 1 1
ore 1 50 50 76.3 76 830475 33.284 1.263 1047644 1040000 956973 2 1
org 1 40 40 76.3 76 1575082 63.128 1.208 1900336 1900000 1675975 0 1
equ 1 30 30 76.3 76 2688809 107.766 1.154 3098045 3090000 2888599 1 1
ore 1 50 50 77.3 77 844361 33.403 1.263 1065161 1060000 974276 2 1
org 1 40 40 77.3 77 1600579 63.320 1.208 1931098 1930000 1797572 2 1
equ 1 30 30 77.3 77 2730669 108.028 1.154 3146276 3140000 2856383 0 1
ore 1 50 50 78.3 78 858325 33.522 1.263 1082776 1080000 991621 2 1
org 1 40 40 78.3 78 1626201 63.512 1.208 1962011 1960000 1825903 2 1
equ 1 30 30 78.3 78 2772700 108.290 1.154 3194704 3190000 2980039 1 1
ore 1 50 50 79.1 79 869526 33.616 1.263 1096907 1090000 1002518 2 1
org 1 40 40 79.1 79 1646741 63.665 1.208 1986793 1980000 1846610 2 1
equ 1 30 30 79.1 79 2806371 108.499 1.154 3233500 3230000 3016691 1 1
ore 1 50 50 80.8 80 893552 33.818 1.263 1127215 1120000 1008169 1 1
org 1 40 40 80.8 80 1690766 63.992 1.208 2039909 2030000 1861121 1 1
equ 1 30 30 80.8 80 2878463 108.945 1.154 3316565 3310000 3010987 0 1
ore 1 50 50 81.2 81 899246 33.866 1.263 1134398 1130000 973172 0 1
org 1 40 40 81.2 81 1701191 64.069 1.208 2052486 2050000 1909914 2 1
equ 1 30 30 81.2 81 2895521 109.049 1.154 3336219 3330000 3111567 1 1
ore 1 50 50 82.7 82 920697 34.044 1.263 1161459 1160000 1064438 2 1
org 1 40 40 82.7 82 1740366 64.356 1.208 2099751 2090000 1950322 2 1
equ 1 30 30 82.7 82 2959569 109.442 1.154 3410015 3410000 3227922 2 1
ore 1 50 50 83.9 83 937948 34.187 1.263 1183221 1180000 1083519 2 1
org 1 40 40 83.9 83 1771989 64.587 1.208 2137904 2130000 1986764 2 1
equ 1 30 30 83.9 83 3011215 109.757 1.154 3469521 3460000 3234774 1 1
ore 1 50 50 84.1 84 940820 34.210 1.263 1186844 1180000 1017838 0 1
org 1 40 40 84.1 84 1777237 64.625 1.208 2144236 2140000 1958602 1 1
equ 1 30 30 84.1 84 3019781 109.809 1.154 3479391 3470000 3288976 2 1
ore 1 50 50 85.1 85 955311 34.329 1.263 1205124 1200000 1078825 1 1
org 1 40 40 85.1 85 1803712 64.817 1.208 2176178 2170000 2023257 2 1
equ 1 30 30 85.1 85 3062977 110.071 1.154 3529162 3520000 3290570 1 1
ore 1 50 50 86.9 86 981610 34.543 1.263 1238301 1230000 1131493 2 1
org 1 40 40 86.9 86 1851718 65.163 1.208 2234097 2230000 2078220 2 1
equ 1 30 30 86.9 86 3141215 110.542 1.154 3619307 3610000 3421462 2 1
ore 1 50 50 87.7 87 993344 34.638 1.263 1253103 1250000 1147663 2 1
org 1 40 40 87.7 87 1873121 65.316 1.208 2259920 2250000 2062243 1 1
equ 1 30 30 87.7 87 3176061 110.751 1.154 3659457 3650000 3459391 2 1
ore 1 50 50 88.4 88 1003680 34.721 1.263 1266142 1260000 1133162 1 1
org 1 40 40 88.4 88 1891965 65.451 1.208 2282655 2280000 2012847 0 1
equ 1 30 30 88.4 88 3206725 110.935 1.154 3694788 3690000 3495139 2 1
ore 1 50 50 89.9 89 1025970 34.899 1.263 1294261 1290000 1184832 2 1
org 1 40 40 89.9 89 1932577 65.739 1.208 2331654 2330000 2170271 2 1
equ 1 30 30 89.9 89 3272755 111.328 1.154 3770868 3770000 3519209 1 1
ore 1 50 50 90.6 90 1036426 34.982 1.263 1307451 1300000 1121284 0 1
org 1 40 40 90.6 90 1951615 65.874 1.208 2354623 2350000 2150787 1 1
equ 1 30 30 90.6 90 3303684 111.511 1.154 3806504 3800000 3600043 2 1
ore 1 50 50 91.8 91 1054413 35.125 1.263 1330142 1330000 1219795 2 1
org 1 40 40 91.8 91 1984347 66.104 1.208 2394114 2390000 2110952 0 1
equ 1 30 30 91.8 91 3356821 111.825 1.154 3867729 3860000 3511358 0 1
ore 1 50 50 92.6 92 1066497 35.220 1.263 1345385 1340000 1231157 2 1
org 1 40 40 92.6 92 2006325 66.258 1.208 2420631 2420000 2253626 2 1
equ 1 30 30 92.6 92 3392474 112.035 1.154 3908808 3900000 3645043 1 1
ore 1 50 50 93.1 93 1074040 35.279 1.263 1354901 1350000 1213228 1 1
org 1 40 40 93.1 93 2020039 66.353 1.208 2437177 2430000 2225305 1 1
equ 1 30 30 93.1 93 3414710 112.166 1.154 3934428 3930000 3722160 2 1
ore 1 50 50 94.3 94 1092306 35.422 1.263 1377944 1370000 1181726 0 1
org 1 40 40 94.3 94 2053232 66.584 1.208 2477224 2470000 2303053 2 1
equ 1 30 30 94.3 94 3468498 112.481 1.154 3996403 3990000 3779854 2 1
ore 1 50 50 95.5 95 1110638 35.564 1.263 1401069 1400000 1284379 2 1
org 1 40 40 95.5 95 2086521 66.814 1.208 2517387 2510000 2340372 2 1
equ 1 30 30 95.5 95 3522395 112.795 1.154 4058503 4050000 3684504 0 1
ore 1 50 50 96.1 96 1119845 35.635 1.263 1412684 1410000 1265884 1 1
org 1 40 40 96.1 96 2103233 66.929 1.208 2537550 2530000 2316922 1 1
equ 1 30 30 96.1 96 3549574 112.952 1.154 4089819 4080000 3712776 0 1
ore 1 50 50 97.7 97 1144551 35.825 1.263 1443851 1440000 1293396 1 1
org 1 40 40 97.7 97 2148048 67.236 1.208 2591619 2590000 2285482 0 1
equ 1 30 30 97.7 97 3621892 113.370 1.154 4173143 4170000 3948763 2 1
ore 1 50 50 98.9 98 1163246 35.968 1.263 1467434 1460000 1342066 2 1
org 1 40 40 98.9 98 2181935 67.467 1.208 2632504 2630000 2449980 2 1
equ 1 30 30 98.9 98 3676627 113.685 1.154 4236209 4230000 3951574 1 1
ore 1 50 50 99.2 99 1167925 36.003 1.263 1473337 1470000 1264281 0 1
org 1 40 40 99.2 99 2190414 67.525 1.208 2642734 2640000 2330412 0 1
equ 1 30 30 99.2 99 3690314 113.764 1.154 4251979 4250000 4023960 2 1
ore 1 50 50 100 100 1180470 36.099 1.263 1489162 1480000 1361127 2 1
org 1 40 40 100 100 2213136 67.679 1.208 2670148 2670000 2440890 1 1
equ 1 30 30 100 100 3726983 113.974 1.154 4294229 4290000 3899115 0 1
ore 1 51 51 0.7 0 5537 24.284 1.268 7012 7010 6423 2 1
org 1 41 41 0.7 0 11073 48.564 1.213 13414 13400 11801 0 1
equ 1 31 31 0.7 0 20037 87.880 1.159 23186 23100 21873 2 1
ore 1 51 51 1.8 1 14357 24.415 1.268 18183 18100 15562 0 1
org 1 41 41 1.8 1 28684 48.781 1.213 34750 34700 31692 1 1
equ 1 31 31 1.8 1 51850 88.179 1.159 60000 60000 55891 1 1
ore 1 51 51 2.8 2 22452 24.536 1.268 28435 28400 24350 0 1
org 1 41 41 2.8 2 44816 48.978 1.213 54294 54200 50439 2 1
equ 1 31 31 2.8 2 80933 88.450 1.159 93655 93600 88491 2 1
ore 1 51 51 3.8 3 30627 24.658 1.268 38789 38700 33213 0 1
org 1 41 41 3.8 3 61077 49.175 1.213 73994 73900 68756 2 1
equ 1 31 31 3.8 3 110192 88.720 1.159 127514 127000 118593 1 1
ore 1 51 51 4.5 4 36398 24.742 1.268 46098 46000 42174 2 1
org 1 41 41 4.5 4 72541 49.313 1.213 87883 87800 81675 2 1
equ 1 31 31 4.5 4 130788 88.909 1.159 151347 151000 137023 0 1
ore 1 51 51 5.7 5 46368 24.887 1.268 58725 58700 50297 0 1
org 1 41 41 5.7 5 92311 49.548 1.213 111834 111000 101744 1 1
equ 1 31 31 5.7 5 166244 89.233 1.159 192377 192000 179066 1 1
ore 1 51 51 6.2 6 50573 24.948 1.268 64050 64000 57331 1 1
org 1 41 41 6.2 6 100637 49.647 1.213 121921 121000 107140 0 1
equ 1 31 31 6.2 6 181154 89.369 1.159 209631 209000 197819 2 1
ore 1 51 51 7.7 7 63254 25.129 1.268 80111 80100 71727 1 1
org 1 41 41 7.7 7 125706 49.941 1.213 152292 152000 138869 1 1
equ 1 31 31 7.7 7 225965 89.774 1.159 261486 261000 236751 0 1
ore 1 51 51 8.8 8 72685 25.263 1.268 92055 92000 84290 2 1
org 1 41 41 8.8 8 144308 50.158 1.213 174829 174000 153699 0 1
equ 1 31 31 8.8 8 259140 90.071 1.159 299876 299000 279024 1 1
ore 1 51 51 9.4 9 77859 25.335 1.268 98608 98600 90314 2 1
org 1 41 41 9.4 9 154501 50.275 1.213 187177 187000 164650 0 1
equ 1 31 31 9.4 9 277293 90.234 1.159 320883 320000 302845 2 1
ore 1 51 51 10.5 10 87438 25.468 1.268 110740 110000 98873 1 1
org 1 41 41 10.5 10 173344 50.492 1.213 210006 210000 184758 0 1
equ 1 31 31 10.5 10 310799 90.531 1.159 359656 359000 334791 1 1
ore 1 51 51 11.5 11 96221 25.589 1.268 121863 121000 104251 0 1
org 1 41 41 11.5 11 190595 50.689 1.213 230905 230000 203024 0 1
equ 1 31 31 11.5 11 341420 90.802 1.159 395091 395000 368006 1 1
ore 1 51 51 12.1 12 101524 25.662 1.268 128580 128000 117480 2 1
org 1 41 41 12.1 12 200996 50.806 1.213 243506 243000 222025 1 1
equ 1 31 31 12.1 12 359858 90.964 1.159 416427 416000 393372 2 1
ore 1 51 51 13.3 13 112242 25.807 1.268 142154 142000 130126 2 1
org 1 41 41 13.3 13 221991 51.043 1.213 268942 268000 236482 0 1
equ 1 31 31 13.3 13 397021 91.289 1.159 459432 459000 416025 0 1
ore 1 51 51 14.6 14 123962 25.965 1.268 156997 156000 134328 0 1
org 1 41 41 14.6 14 244905 51.298 1.213 296702 296000 275535 2 1
equ 1 31 31 14.6 14 437496 91.640 1.159 506270 506000 478364 2 1
ore 1 51 51 15.9 15 135815 26.122 1.268 172009 172000 147328 0 1
org 1 41 41 15.9 15 268035 51.554 1.213 324724 324000 301582 2 1
equ 1 31 31 15.9 15 478271 91.991 1.159 553455 553000 522870 2 1
ore 1 51 51 16.6 16 142257 26.206 1.268 180168 180000 161256 1 1
org 1 41 41 16.6 16 280589 51.691 1.213 339933 339000 315620 2 1
equ 1 31 31 16.6 16 500365 92.181 1.159 579022 579000 547248 2 1
ore 1 51 51 17.2 17 147802 26.279 1.268 187191 187000 160306 0 1
org 1 41 41 17.2 17 291383 51.809 1.213 353010 353000 328236 2 1
equ 1 31 31 17.2 17 519344 92.343 1.159 600984 600000 559477 1 1
ore 1 51 51 18.9 18 163685 26.485 1.268 207307 207000 189729 2 1
org 1 41 41 18.9 18 322256 52.143 1.213 390413 390000 356120 1 1
equ 1 31 31 18.9 18 573528 92.802 1.159 663686 663000 617996 1 1
ore 1 51 51 19.8 19 172176 26.593 1.268 218060 218000 195225 1 1
org 1 41 41 19.8 19 338731 52.320 1.213 410372 410000 381395 2 1
equ 1 31 31 19.8 19 602386 93.045 1.159 697081 697000 631294 0 1
ore 1 51 51 20.6 20 179797 26.690 1.268 227712 227000 208217 2 1
org 1 41 41 20.6 20 353500 52.478 1.213 428265 428000 398086 2 1
equ 1 31 31 20.6 20 628223 93.262 1.159 726979 726000 658254 0 1
ore 1 51 51 21.7 21 190322 26.823 1.268 241042 241000 206452 0 1
org 1 41 41 21.7 21 373872 52.694 1.213 452945 452000 412983 1 1
equ 1 31 31 21.7 21 663811 93.559 1.159 768162 768000 725943 2 1
ore 1 51 51 22.1 22 194186 26.872 1.268 245936 245000 210512 0 1
org 1 41 41 22.1 22 381344 52.772 1.213 461998 461000 421225 1 1
equ 1 31 31 22.1 22 676850 93.667 1.159 783250 783000 709311 0 1
ore 1 51 51 23.7 23 209741 27.065 1.268 265636 265000 227431 0 1
org 1 41 41 23.7 23 411381 53.087 1.213 498388 498000 454662 1 1
equ 1 31 31 23.7 23 729189 94.100 1.159 843817 843000 764088 0 1
ore 1 51 51 24.3 24 215652 27.138 1.268 273123 273000 233916 0 1
org 1 41 41 24.3 24 422780 53.205 1.213 512197 512000 476162 2 1
equ 1 31 31 24.3 24 749021 94.262 1.159 866767 866000 818841 2 1
ore 1 51 51 25.2 25 224528 27.247 1.268 284364 284000 243512 0 1
org 1 41 41 25.2 25 439880 53.382 1.213 532914 532000 485972 1 1
equ 1 31 31 25.2 25 778738 94.506 1.159 901155 901000 851644 2 1
ore 1 51 51 26.8 26 240474 27.440 1.268 304560 304000 278679 2 1
org 1 41 41 26.8 26 470555 53.696 1.213 570077 570000 501534 0 1
equ 1 31 31 26.8 26 831954 94.938 1.159 962737 962000 909562 2 1
ore 1 51 51 27.8 27 250548 27.562 1.268 317319 317000 271745 0 1
org 1 41 41 27.8 27 489901 53.893 1.213 593515 593000 541423 1 1
equ 1 31 31 27.8 27 865457 95.208 1.159 1001506 1000000 932384 1 1
ore 1 51 51 28.6 28 258676 27.658 1.268 327613 327000 299766 2 1
org 1 41 41 28.6 28 505494 54.050 1.213 612405 612000 538728 0 1
equ 1 31 31 28.6 28 892427 95.425 1.159 1032716 1030000 974724 2 1
ore 1 51 51 29.2 29 264790 27.731 1.268 335356 335000 300135 1 1
org 1 41 41 29.2 29 517214 54.168 1.213 626604 626000 571588 1 1
equ 1 31 31 29.2 29 912782 95.588 1.159 1056271 1050000 955800 0 1
ore 1 51 51 30.1 30 274014 27.840 1.268 347038 347000 310716 1 1
org 1 41 41 30.1 30 534879 54.345 1.213 648005 648000 602540 2 1
equ 1 31 31 30.1 30 943173 95.830 1.159 1091439 1090000 1016184 1 1
ore 1 51 51 31.7 31 290581 28.033 1.268 368020 368000 315215 0 1
org 1 41 41 31.7 31 566561 54.659 1.213 686388 686000 626222 1 1
equ 1 31 31 31.7 31 997775 96.262 1.159 1154625 1150000 1073876 1 1
ore 1 51 51 32.5 32 298956 28.130 1.268 378627 378000 324210 0 1
org 1 41 41 32.5 32 582557 54.817 1.213 705767 705000 620817 0 1
equ 1 31 31 32.5 32 1025298 96.479 1.159 1186474 1180000 1118195 2 1
ore 1 51 51 33.5 33 309480 28.251 1.268 391956 391000 335578 0 1
org 1 41 41 33.5 33 602636 55.014 1.213 730093 730000 678825 2 1
equ 1 31 31 33.5 33 1059809 96.749 1.159 1226410 1220000 1155973 2 1
ore 1 51 51 34.6 34 321159 28.384 1.268 406747 406000 348280 0 1
org 1 41 41 34.6 34 624890 55.230 1.213 757054 757000 703912 2 1
equ 1 31 31 34.6 34 1098006 97.047 1.159 1270612 1270000 1200610 2 1
ore 1 51 51 35.5 35 330767 28.493 1.268 418916 418000 383245 2 1
org 1 41 41 35.5 35 643180 55.407 1.213 779212 779000 685508 0 1
equ 1 31 31 35.5 35 1129360 97.290 1.159 1306895 1300000 1182694 0 1
ore 1 51 51 36.1 36 337208 28.566 1.268 427073 427000 382363 1 1
org 1 41 41 36.1 36 655431 55.525 1.213 794054 794000 698588 0 1
equ 1 31 31 36.1 36 1150342 97.452 1.159 1331175 1330000 1257573 2 1
ore 1 51 51 37.5 37 352370 28.735 1.268 446276 446000 408624 2 1
org 1 41 41 37.5 37 684238 55.800 1.213 828954 828000 770319 2 1
equ 1 31 31 37.5 37 1199619 97.831 1.159 1388199 1380000 1256160 0 1
ore 1 51 51 38.3 38 361113 28.832 1.268 457349 457000 418730 2 1
org 1 41 41 38.3 38 700831 55.958 1.213 849056 849000 746976 0 1
equ 1 31 31 38.3 38 1227964 98.047 1.159 1420999 1420000 1342556 2 1
ore 1 51 51 39.6 39 375404 28.989 1.268 475449 475000 435258 2 1
org 1 41 41 39.6 39 727922 56.213 1.213 881877 881000 775739 0 1
equ 1 31 31 39.6 39 1274185 98.399 1.159 1474486 1470000 1334781 0 1
ore 1 51 51 40.7 40 387579 29.122 1.268 490868 490000 449174 2 1
org 1 41 41 40.7 40 750975 56.429 1.213 909806 909000 845572 2 1
equ 1 31 31 40.7 40 1313460 98.696 1.159 1519935 1510000 1412224 1 1
ore 1 51 51 41.4 41 395395 29.207 1.268 500767 500000 458290 2 1
org 1 41 41 41.4 41 765762 56.567 1.213 927720 927000 862273 2 1
equ 1 31 31 41.4 41 1338625 98.885 1.159 1549056 1540000 1439671 1 1
ore 1 51 51 42.3 42 405522 29.316 1.268 513593 513000 439818 0 1
org 1 41 41 42.3 42 784902 56.744 1.213 950908 950000 883743 2 1
equ 1 31 31 42.3 42 1371170 99.129 1.159 1586717 1580000 1496363 2 1
ore 1 51 51 43.8 43 422484 29.497 1.268 535075 535000 490059 2 1
org 1 41 41 43.8 43 816927 57.039 1.213 989707 989000 919917 2 1
equ 1 31 31 43.8 43 1425546 99.534 1.159 1649641 1640000 1492748 0 1
ore 1 51 51 44.3 44 428201 29.558 1.268 542316 542000 464459 0 1
org 1 41 41 44.3 44 827710 57.137 1.213 1002770 1000000 914051 1 1
equ 1 31 31 44.3 44 1443834 99.669 1.159 1670804 1670000 1578753 2 1
ore 1 51 51 45.9 45 446565 29.752 1.268 565574 565000 506184 1 1
org 1 41 41 45.9 45 862313 57.452 1.213 1044692 1040000 918458 0 1
equ 1 31 31 45.9 45 1502451 100.102 1.159 1738636 1730000 1573472 0 1
ore 1 51 51 46.4 46 452330 29.812 1.268 572875 572000 512612 1 1
org 1 41 41 46.4 46 873164 57.550 1.213 1057838 1050000 979731 2 1
equ 1 31 31 46.4 46 1520813 100.237 1.159 1759884 1750000 1658470 2 1
ore 1 51 51 47.6 47 466310 29.957 1.268 590581 590000 540647 2 1
org 1 41 41 47.6 47 899459 57.786 1.213 1089694 1080000 1008430 2 1
equ 1 31 31 47.6 47 1565264 100.562 1.159 1811323 1810000 1711309 2 1
ore 1 51 51 48.4 48 475658 30.054 1.268 602420 602000 539235 1 1
org 1 41 41 48.4 48 917025 57.943 1.213 1110975 1110000 1032545 2 1
equ 1 31 31 48.4 48 1594926 100.777 1.159 1845648 1840000 1741616 2 1
ore 1 51 51 49.6 49 489828 30.199 1.268 620367 620000 555325 1 1
org 1 41 41 49.6 49 943629 58.179 1.213 1143206 1140000 1061407 2 1
equ 1 31 31 49.6 49 1639802 101.102 1.159 1897578 1890000 1717554 0 1
ore 1 51 51 50.6 50 501706 30.320 1.268 635410 635000 581790 2 1
org 1 41 41 50.6 50 965907 58.376 1.213 1170196 1170000 1067794 1 1
equ 1 31 31 50.6 50 1677336 101.373 1.159 1941013 1940000 1807746 1 1
ore 1 51 51 51.3 51 510071 30.405 1.268 646004 646000 553315 0 1
org 1 41 41 51.3 51 981585 58.513 1.213 1189190 1180000 1044967 0 1
equ 1 31 31 51.3 51 1703726 101.562 1.159 1971551 1970000 1785314 0 1
ore 1 51 51 52.3 52 522084 30.526 1.268 661219 661000 591957 1 1
org 1 41 41 52.3 52 1004082 58.710 1.213 1216445 1210000 1069324 0 1
equ 1 31 31 52.3 52 1741561 101.832 1.159 2015334 2010000 1824483 0 1
ore 1 51 51 53.8 53 540232 30.707 1.268 684203 684000 586005 0 1
org 1 41 41 53.8 53 1038033 59.004 1.213 1257576 1250000 1105355 0 1
equ 1 31 31 53.8 53 1798587 102.237 1.159 2081324 2080000 1884760 0 1
ore 1 51 51 54.3 54 546346 30.768 1.268 691947 691000 619198 1 1
org 1 41 41 54.3 54 1049460 59.103 1.213 1271420 1270000 1118377 0 1
equ 1 31 31 54.3 54 1817761 102.373 1.159 2103513 2100000 1958203 1 1
ore 1 51 51 55.7 55 563487 30.937 1.268 713656 713000 611165 0 1
org 1 41 41 55.7 55 1081475 59.378 1.213 1310206 1310000 1218180 2 1
equ 1 31 31 55.7 55 1871428 102.751 1.159 2165616 2160000 1960551 0 1
ore 1 51 51 56.3 56 570924 31.010 1.268 723075 723000 619317 0 1
org 1 41 41 56.3 56 1095353 59.496 1.213 1327020 1320000 1208365 1 1
equ 1 31 31 56.3 56 1894668 102.914 1.159 2192509 2190000 1985301 0 1
ore 1 51 51 57.3 57 583332 31.131 1.268 738789 738000 632673 0 1
org 1 41 41 57.3 57 1118493 59.693 1.213 1355054 1350000 1257472 2 1
equ 1 31 31 57.3 57 1933387 103.184 1.159 2237315 2230000 2081449 1 1
ore 1 51 51 58.9 58 603341 31.325 1.268 764131 764000 684137 1 1
org 1 41 41 58.9 58 1155769 60.007 1.213 1400214 1400000 1231853 0 1
equ 1 31 31 58.9 58 1995681 103.616 1.159 2309402 2300000 2090282 0 1
ore 1 51 51 59.4 59 609619 31.385 1.268 772082 772000 707139 2 1
org 1 41 41 59.4 59 1167454 60.105 1.213 1414370 1410000 1289066 1 1
equ 1 31 31 59.4 59 2015188 103.751 1.159 2331975 2330000 2111675 0 1
ore 1 51 51 60.2 60 619751 31.482 1.268 784914 784000 702448 1 1
org 1 41 41 60.2 60 1186302 60.263 1.213 1437204 1430000 1263437 0 1
equ 1 31 31 60.2 60 2046636 103.968 1.159 2368367 2360000 2143817 0 1
ore 1 51 51 61.6 61 637584 31.651 1.268 807500 807000 722830 1 1
org 1 41 41 61.6 61 1219450 60.538 1.213 1477363 1470000 1345434 1 1
equ 1 31 31 61.6 61 2101881 104.346 1.159 2432296 2430000 2264923 1 1
ore 1 51 51 62.1 62 643968 31.712 1.268 815585 815000 746733 2 1
org 1 41 41 62.1 62 1231308 60.636 1.213 1491729 1490000 1386212 2 1
equ 1 31 31 62.1 62 2121626 104.481 1.159 2455145 2450000 2222819 0 1
ore 1 51 51 63.9 63 667201 31.930 1.268 845010 845000 773974 2 1
org 1 41 41 63.9 63 1274422 60.990 1.213 1543962 1540000 1407476 1 1
equ 1 31 31 63.9 63 2193341 104.968 1.159 2538134 2530000 2297593 0 1
ore 1 51 51 64.6 64 676303 32.014 1.268 856537 856000 733564 0 1
org 1 41 41 64.6 64 1291298 61.128 1.213 1564407 1560000 1375734 0 1
equ 1 31 31 64.6 64 2221379 105.158 1.159 2570579 2570000 2429280 2 1
ore 1 51 51 65.8 65 691974 32.159 1.268 876385 876000 802522 2 1
org 1 41 41 65.8 65 1320331 61.364 1.213 1599581 1590000 1456140 1 1
equ 1 31 31 65.8 65 2269574 105.482 1.159 2626351 2620000 2377714 0 1
ore 1 51 51 66.3 66 698564 32.220 1.268 884731 884000 757682 0 1
org 1 41 41 66.3 66 1332533 61.462 1.213 1614363 1610000 1498932 2 1
equ 1 31 31 66.3 66 2289813 105.617 1.159 2649771 2640000 2464764 1 1
ore 1 51 51 67.7 67 717073 32.390 1.268 908172 908000 813091 1 1
org 1 41 41 67.7 67 1366704 61.737 1.213 1655761 1650000 1536733 2 1
equ 1 31 31 67.7 67 2346445 105.995 1.159 2715306 2710000 2458411 0 1
ore 1 51 51 68.6 68 729037 32.498 1.268 923325 923000 826602 1 1
org 1 41 41 68.6 68 1388895 61.914 1.213 1682646 1680000 1479996 0 1
equ 1 31 31 68.6 68 2383185 106.239 1.159 2757821 2750000 2566130 1 1
ore 1 51 51 69.2 69 737048 32.571 1.268 933471 933000 799467 0 1
org 1 41 41 69.2 69 1403697 62.032 1.213 1700578 1700000 1496057 0 1
equ 1 31 31 69.2 69 2407675 106.401 1.159 2786161 2780000 2593140 1 1
ore 1 51 51 70.3 70 751836 32.704 1.268 952200 952000 852505 1 1
org 1 41 41 70.3 70 1431005 62.249 1.213 1733662 1730000 1610208 2 1
equ 1 31 31 70.3 70 2452822 106.699 1.159 2838405 2830000 2678557 2 1
ore 1 51 51 71.6 71 769418 32.861 1.268 974467 974000 892318 2 1
org 1 41 41 71.6 71 1463443 62.504 1.213 1772961 1770000 1559412 0 1
equ 1 31 31 71.6 71 2506396 107.050 1.159 2900401 2900000 2741097 2 1
ore 1 51 51 72.8 72 785753 33.006 1.268 995156 995000 852347 0 1
org 1 41 41 72.8 72 1493556 62.740 1.213 1809443 1800000 1590621 0 1
equ 1 31 31 72.8 72 2556075 107.374 1.159 2957889 2950000 2791740 2 1
ore 1 51 51 73.3 73 792621 33.067 1.268 1003854 1000000 917545 2 1
org 1 41 41 73.3 73 1506208 62.838 1.213 1824770 1820000 1604744 0 1
equ 1 31 31 73.3 73 2576935 107.510 1.159 2982029 2980000 2700385 0 1
ore 1 51 51 74.9 74 814655 33.261 1.268 1031760 1030000 923152 1 1
org 1 41 41 74.9 74 1546775 63.153 1.213 1873917 1870000 1648102 0 1
equ 1 31 31 74.9 74 2643753 107.942 1.159 3059350 3050000 2769473 0 1
ore 1 51 51 75.7 75 825727 33.357 1.268 1045783 1040000 934190 1 1
org 1 41 41 75.7 75 1567142 63.310 1.213 1898592 1890000 1761122 2 1
equ 1 31 31 75.7 75 2677268 108.158 1.159 3098134 3090000 2804754 0 1
ore 1 51 51 76.6 76 838302 33.466 1.268 1061709 1060000 949988 1 1
org 1 41 41 76.6 76 1590261 63.487 1.213 1926601 1920000 1694082 0 1
